kode;urusankd;programkd;kode2;nama;level
"1.20.33.09";"1.20";"33";"09";"Pembinaan RT dan RW";0
"1.20.33.10";"1.20";"33";"10";"Fasilitasi dan Koordinasi Pelayanan Umum di Kecamatan";0
"1.20.33.11";"1.20";"33";"11";"Pembinaan Penyelenggaraan Pemerintahan Kelurahan";0
"1.20.33.12";"1.20";"33";"12";"Fasilitasi Penyelenggaraan Pemilihan Kepala Desa dan BPD";0
"1.20.33.13";"1.20";"33";"13";"Pembinaan Penyelenggaraan Pemerintahan Kecamatan";0
"1.20.33.14";"1.20";"33";"14";"Penyediaan  Data Umum Keluarga Tingkat Rt dan Rw";0
"1.20.33.15";"1.20";"33";"15";"Penyusunan Draft Raperda tentang BUMDES, Pengelolaan Keuangan Desa dan Pelimpahan Urusan kewenangan Desa";0
"1.20.33.16";"1.20";"33";"16";"Fasilitasi dan Koordinasi Penyelenggaraan Pelayanan Administrasi Terpadu Kecamatan (PATEN)";0
"1.20.33.17";"1.20";"33";"17";"Pembinaan Tertib Administrasi Kelurahan/Desa";0
"1.20.33.18";"1.20";"33";"18";"Pemberdayaan Kelembagaan RT/RW di Kelurahan";0
"1.20.33.19";"1.20";"33";"19";"Pendataan Potensi dan Perkembangan Wilayah di Kelurahan";0
"1.20.33.20";"1.20";"33";"20";"Pendataan Data Dasar Keluarga di Tingkat Kelurahan";0
"1.20.33.24";"1.20";"33";"24";"Pelayanan Adminstrasi Terpadu Kecamatan";0
"1.20.34.01";"1.20";"34";"01";"Sosialisasi Self Assesment bagi Wajib Pajak";0
"1.20.34.02";"1.20";"34";"02";"Pendataan Potensi Pajak Daerah";0
"1.20.34.03";"1.20";"34";"03";"Koordinasi data wajib Pajak Penerangan Jalan (PPJ)";0
"1.20.34.04";"1.20";"34";"04";"Pendataan Potensi Pajak Bahan Bakar Kendaraan Bermotor";0
"1.20.34.05";"1.20";"34";"05";"Intensifikasi Potensi Pajak Reklame";0
"1.20.34.06";"1.20";"34";"06";"Sistem dan Prosedur Pengelolaan Pajak Daerah";0
"1.20.34.07";"1.20";"34";"07";"Bimbingan Teknis Peningkatan SDM Bidang Pemeriksaan Pajak Daerah";0
"1.20.34.08";"1.20";"34";"08";"Peningkatan SDM Bidang Pendapatan";0
"1.20.34.09";"1.20";"34";"09";"Pembinaan Pengelola PBB";0
"1.20.34.10";"1.20";"34";"10";"Pengadaan Barang Cetak Quasi";0
"1.20.34.11";"1.20";"34";"11";"Pelatihan dan Sosialisasi Pengelolaan BPHTB";0
"1.20.34.12";"1.20";"34";"12";"Pelatihan dan Pembinaan Pengelola PBB";0
"1.20.34.13";"1.20";"34";"13";"Penyusunan Bahan Regulasi Pengelolaan PBB";0
"1.20.34.14";"1.20";"34";"14";"Sistem Aplikasi Tentang Pajak Daera";0
"1.20.34.16";"1.20";"34";"16";"Pengadaan Barang Cetak Khusus PBB dan BPHTB";0
"1.20.34.17";"1.20";"34";"17";"Pendataan Potensi Pajak Daerah";0
"1.20.34.18";"1.20";"34";"18";"Pendataan Wajib Pajak Air Tanah";0
"1.20.34.19";"1.20";"34";"19";"Pengadaan Barang Cetak BPHTB";0
"1.20.34.20";"1.20";"34";"20";"Pembangunan Sistem Aplkasi PBB";0
"1.20.34.21";"1.20";"34";"21";"Bimbingan Teknis BPHTB Tingkat Kecamatan";0
"1.20.34.24";"1.20";"34";"24";"Penyediaan Blanko-blanko Khusus PBB";0
"1.20.34.25";"1.20";"34";"25";"Evaluasi Persiapan Pengalihan PBB Oleh Menkeu dan Mendagri";0
"1.20.34.26";"1.20";"34";"26";"Pendalaman Materi Administrasi dan Pemagangan SDM";0
"1.20.34.27";"1.20";"34";"27";"Finishing dan Penyempurnaan Bahan Regulasi";0
"1.20.34.28";"1.20";"34";"28";"Pembangunan System dan Aplikasi Online";0
"1.20.34.29";"1.20";"34";"29";"Usulan Penghapusan Piutang PBB Kepada Menkeu dan Mendagri";0
"1.20.34.30";"1.20";"34";"30";"Penyempurnaan Semua Persiapan (Uji Coba)";0
"1.20.34.31";"1.20";"34";"31";"Penerimaan Hasil Kompilasi Data dari KPP Pratama/Penyusunan Data WP PBB";0
"1.20.34.33";"1.20";"34";"33";"Pembuatan Aplikasi Data Potensi Pajak Daerah berbasisi GIS";0
"1.20.34.34";"1.20";"34";"34";"Penyediaan Blanko SPPT dan STTS";0
"1.20.34.35";"1.20";"34";"35";"Penyediaan Formulir Administrasi Pelayanan PBB";0
"1.20.34.36";"1.20";"34";"36";"Sarana dan Prasarana Pengelolaan PBB 2012";0
"1.20.34.37";"1.20";"34";"37";"Pembuatan Website Dinas Pendapatan Daerah";0
"1.20.34.38";"1.20";"34";"38";"Standar Operating Prosedur (SOP) Pengawasan Pendapatan Daerah ";0
"1.20.34.39";"1.20";"34";"39";"Penyusunan Data DHKP";0
"1.20.34.40";"1.20";"34";"40";"Evaluasi Penerimaan PBB Tingkat Kecamatan, Kelurahan/Desa";0
"1.20.34.41";"1.20";"34";"41";"Pemutakhiran Data Pajak BPHTB";0
"1.20.34.42";"1.20";"34";"42";"Penyusunan Data Base BPHTB";0
"1.20.34.43";"1.20";"34";"43";"Penyusunan Data Base Potensi Pajak Reklame";0
"1.20.34.45";"1.20";"34";"45";"Migrasi Data PBB Dari KPP";0
"1.20.34.46";"1.20";"34";"46";"Evaluasi Penerimaan PBB Tingkat Kecamatan, Kelurahan/Desa";0
"1.20.34.47";"1.20";"34";"47";"Kajian Potensi Pajak PBB dan BPHTB di Kabupaten Tangerang";0
"1.20.34.48";"1.20";"34";"48";"Bimbingan teknis SDM Pengelolaan PBB";0
"1.20.34.49";"1.20";"34";"49";"Penyusunan Buku Informasi PBB ";0
"1.20.34.50";"1.20";"34";"50";"Koordinasi Peningkatan Pajak Air Tanah";0
"1.20.34.51";"1.20";"34";"51";"Koordinasi Peningkatan Pajak Reklame";0
"1.20.34.52";"1.20";"34";"52";"Koordinasi Peningkatan Pajak Bumi dan Bangunan (PBB-P2)";0
"1.20.34.53";"1.20";"34";"53";"Sosialisasi Pelaksanaan Pajak Bumi dan Bangunan (PBB-P2) di Daerah";0
"1.20.34.54";"1.20";"34";"54";"Penataan Ruangan Pelayanan PBB dan BPHTB";0
"1.20.34.55";"1.20";"34";"55";"Penyediaan Buku/Brosur Panduan Pelayanan PBB dan BPHTB";0
"1.20.34.56";"1.20";"34";"56";"Sosialisasi Pengelolaan Pajak Daerah Melalui Jasa Iklan Media Cetak";0
"1.20.34.57";"1.20";"34";"57";"Sinkronisasi Data dan Cetak Massal SPPT PBB";0
"1.20.34.58";"1.20";"34";"58";"System Aplikasi BPHTB";0
"1.20.34.59";"1.20";"34";"59";"Koordinasi Perencanaan Peningkatan Pendapatan Daerah TAPD";0
"1.20.34.60";"1.20";"34";"60";"Penyediaan Blanko DHKP";0
"1.20.34.61";"1.20";"34";"61";"Penyediaan Blanko SPOP dan LSPOP";0
"1.20.34.62";"1.20";"34";"62";"Pemeliharaan Sistem Aplikasi PBB";0
"1.20.34.63";"1.20";"34";"63";"Penilaian Objek Pajak PBB";0
"1.20.34.64";"1.20";"34";"64";"Penyusunan NJOP";0
"1.20.34.65";"1.20";"34";"65";"Operasi Peningkatan Pendapatan Daerah";0
"1.20.34.66";"1.20";"34";"66";"Sosialisasi Pengelolaan PBB";0
"1.20.34.67";"1.20";"34";"67";"Pendataan PBB";0
"1.20.34.68";"1.20";"34";"68";"Penyusunan Data Wajib Pajak PBB dan DHKP";0
"1.20.34.69";"1.20";"34";"69";"Operasi Tingkatkan Penerimaan PBB";0
"1.20.34.70";"1.20";"34";"70";" Penyusunan Daerah Operasi Kerja dan Tim Pungutan PBB";0
"1.20.34.71";"1.20";"34";"71";"Operasi Peningkatan Penerimaan Pajak Daerah";0
"1.20.34.72";"1.20";"34";"72";"Verifikasi dan Entry Data PBB-P2";0
"1.20.34.73";"1.20";"34";"73";"Operasional peningkatan Retribusi Parkir dan Sampah";0
"1.20.34.74";"1.20";"34";"74";"Pendistribusian SPPT PBB-P2";0
"1.20.34.75";"1.20";"34";"75";"Survey Potensi / Omzet Pajak Daerah";0
"1.20.34.76";"1.20";"34";"76";"Koordinasi Penagihan Pajak Daerah";0
"1.20.34.77";"1.20";"34";"77";"Cetak Massal SPPT PBB";0
"1.20.34.78";"1.20";"34";"78";"Pendataan dan Survey Objek Pajak PBB";0
"1.20.34.79";"1.20";"34";"79";"Penyediaan Blanko Surat Tagihan/Himbauan";0
"1.20.34.80";"1.20";"34";"80";"Penyusunan Data Penilaian NJOP";0
"1.20.34.81";"1.20";"34";"81";"Sosialisasi BPHTB Tingkat Kecamatan, Kelurahan/Desa";0
"1.20.34.82";"1.20";"34";"82";"Evaluasi Penerimaan PBB UPT Wilayah I";0
"1.20.34.83";"1.20";"34";"83";"Evaluasi Penerimaan PBB UPT Wilayah II";0
"1.20.34.84";"1.20";"34";"84";"Evaluasi Penerimaan PBB UPT Wilayah III";0
"1.20.34.85";"1.20";"34";"85";"Evaluasi Penerimaan PBB UPT Wilayah IV";0
"1.20.34.86";"1.20";"34";"86";"Evaluasi Penerimaan PBB UPT Wilayah V";0
"1.20.34.87";"1.20";"34";"87";"Pendataan dan Survey Objek Pajak PBB UPT Wilayah I";0
"1.20.34.88";"1.20";"34";"88";"Pendataan dan Survey Objek Pajak PBB UPT Wilayah II";0
"1.20.34.89";"1.20";"34";"89";"Pendataan dan Survey Objek Pajak PBB UPT Wilayah III";0
"1.20.34.90";"1.20";"34";"90";"Pendataan dan Survey Objek Pajak PBB UPT Wilayah IV";0
"1.20.34.91";"1.20";"34";"91";"Pendataan dan Survey Objek Pajak PBB UPT Wilayah V";0
"1.20.35.01";"1.20";"35";"01";"Pengawasan Pendapatan Daerah";0
"1.20.35.02";"1.20";"35";"02";"Pengendalian kegiatan Verifikasi Penerimaan Daerah dan Pembiayaan";0
"1.20.35.03";"1.20";"35";"03";"Evaluasi sistem pemungutan pajak daerah";0
"1.20.35.04";"1.20";"35";"04";"Evaluasi Pengelolaan DAK";0
"1.20.35.05";"1.20";"35";"05";"Monitoring Evaluasi Kegiatan SKPD ";0
"1.20.35.06";"1.20";"35";"06";"Evaluasi Pendapatan Daerah";0
"1.20.35.07";"1.20";"35";"07";"Verifikasi Pendapatan Daerah";0
"1.20.35.08";"1.20";"35";"08";"Evaluasi Pengelolaan Dana Bagi Hasil Pajak Propinsi";0
"1.20.35.09";"1.20";"35";"09";"Penatausahaan Pendapatan Daerah";0
"1.20.35.10";"1.20";"35";"10";"Penyusunan Laporan Tahunan PBB dan BPHTB";0
"1.20.35.11";"1.20";"35";"11";"Pemetaan Data Pendapatan Daerah Kabupaten Tangerang";0
"1.20.35.13";"1.20";"35";"13";"Sosialisasi Sistem Pengawasan Internal";0
"1.20.35.14";"1.20";"35";"14";"Sosialisasi Keterbukaan Informasi Publik";0
"1.20.35.15";"1.20";"35";"15";"Koordinasi Pajak BPHTB";0
"1.20.35.16";"1.20";"35";"16";"Verifikasi Pajak Daerah";0
"1.20.35.17";"1.20";"35";"17";"Verifikasi Retribusi Daerah";0
"1.20.35.18";"1.20";"35";"18";"Koordinasi dan Evaluasi Pengelolaan Bantuan Keuangan ";0
"1.20.35.19";"1.20";"35";"19";"Survey Dan Monitoring BPHTB";0
"1.20.35.20";"1.20";"35";"20";"Pemeliharaan Sistem Verifikasi Pendapatan Daerah";0
"1.20.35.21";"1.20";"35";"21";"Penarikan dan Penghapusan Barang Quasi";0
"1.20.35.22";"1.20";"35";"22";"Evaluasi dan Sosialisasi PPh ";0
"1.20.35.23";"1.20";"35";"23";"Evaluasi dan Pelaporan Dana Perimbangan dan Bantuan Keuangan ";0
"1.20.35.24";"1.20";"35";"24";"Verifikasi dan Evaluasi Denda Pajak Daerah";0
"1.20.35.25";"1.20";"35";"25";"Sosialisasi Pengelolaan Dana Perimbangan ";0
"1.20.35.26";"1.20";"35";"26";"Pelaporan Dana Penyesuaian ";0
"1.20.35.27";"1.20";"35";"27";"Penyusunan Data Informasi Kebijakan Pendapatan Daerah";0
"1.20.35.28";"1.20";"35";"28";"Pemeriksaan Pajak Daerah";0
"1.20.35.29";"1.20";"35";"29";"Bimbingan Teknis Verifikasi Pendapatan Daerah";0
"1.20.35.30";"1.20";"35";"30";"Evaluasi Pelaksanaan Kerjasama Pendapatan Daerah";0
"1.20.35.31";"1.20";"35";"31";"Evaluasi Pelaksanaan Kebijakan Pendapatan Daerah";0
"1.20.35.32";"1.20";"35";"32";"Pemutakhiran Data Piutang PBB";0
"1.20.35.33";"1.20";"35";"33";"Pemutakhiran Data Piutang PBB UPT WIlayah I";0
"1.20.35.34";"1.20";"35";"34";"Pemutakhiran Data Piutang PBB UPT WIlayah II";0
"1.20.35.35";"1.20";"35";"35";"Pemutakhiran Data Piutang PBB UPT WIlayah III";0
"1.20.35.36";"1.20";"35";"36";"Pemutakhiran Data Piutang PBB UPT WIlayah IV";0
"1.20.35.37";"1.20";"35";"37";"Pemutakhiran Data Piutang PBB UPT WIlayah V";0
"1.20.36.01";"1.20";"36";"01";"Penyusunan Sistem Informasi Pengelolaan Keuangan Daerah";0
"1.20.36.02";"1.20";"36";"02";"Rekonsiliasi Data PAD dari Barang Quasi ";0
"1.20.36.03";"1.20";"36";"03";"Penyusunan Aplikasi Data Base Potensi Pajak Daerah";0
"1.20.36.04";"1.20";"36";"04";"Konsilidasi dan Koordinasi Penerimaan Daerah dan Pembiayaan";0
"1.20.36.05";"1.20";"36";"05";"Penyusunan Laporan Keuangan Pendapatan Daerah ";0
"1.20.36.06";"1.20";"36";"06";"Rekonsiliasi Pendapatan Daerah";0
"1.20.36.07";"1.20";"36";"07";"Migrasi aplikasi simpatda";0
"1.20.36.08";"1.20";"36";"08";"Rekonsiliasi dan Pembinaan Pengelolaan BPHTB";0
"1.20.36.09";"1.20";"36";"09";"Penyusunan rancangan Perda tentang Pajak Daerah dan Retribusi";0
"1.20.36.10";"1.20";"36";"10";"Rekonsiliasi Penerimaan dari Dana Perimbangan";0
"1.20.36.11";"1.20";"36";"11";"Rekonsiliasi Penerimaan dari Lain-lain Pendapatan";0
"1.20.36.12";"1.20";"36";"12";"Pembuatan Profile Dinas Pendapatan Daerah";0
"1.20.36.13";"1.20";"36";"13";"Upgrade Sistem Aplikasi Akuntansi Pendapatan Daerah";0
"1.20.36.14";"1.20";"36";"14";"Rekonsiliasi Penerimaan PBB";0
"1.20.36.15";"1.20";"36";"15";"Pengelolaan Administrasi PBB";0
"1.20.36.16";"1.20";"36";"16";"Pengelolaan Administrasi BPHTB";0
"1.20.36.17";"1.20";"36";"17";"Penyusunan Laporan Keuangan Pendapatan Daerah Akhir Tahun";0
"1.20.36.18";"1.20";"36";"18";"Pemeliharaan Sistem Aplikasi Pajak Daerah";0
"1.20.36.19";"1.20";"36";"19";"Implementasi Dana Bagi Hasil Pajak Provinsi ";0
"1.20.36.20";"1.20";"36";"20";"Penyusunan Laporan Keuangan Pendapatan Daerah Akhir Tahun";0
"1.20.36.21";"1.20";"36";"21";"Integrasi Sistem Aplikasi Pendapatan Daerah Menuju Acrual Basic";0
"1.20.36.22";"1.20";"36";"22";"Upgrade SIM BPHTB";0
"1.20.36.23";"1.20";"36";"23";"Pengelolaan Adminitrasi Barang Cetak Quasi";0
"1.20.36.24";"1.20";"36";"24";"Pemeliharaan Integrasi Sistem Aplikasi Akuntansi Pendapatan Daerah Menuju Acrual Basic";0
"1.20.36.25";"1.20";"36";"25";"Sistem Aplikasi Barang Quasi ";0
"1.20.36.26";"1.20";"36";"26";"Laporan Realisasi Penerimaan Pajak Daerah Kab. Tangerang";0
"1.20.36.27";"1.20";"36";"27";"Pengembangan Sistem Aplikasi Pajak Daerah";0
"1.20.36.28";"1.20";"36";"28";"Pemeliharaan Sistem BPHTB";0
"1.20.36.29";"1.20";"36";"29";"Sosialisasi Penerapan Sistem Aplikasi Administrasi Barang Quasi";0
"1.20.36.30";"1.20";"36";"30";"Pembangunan Sistem Aplikasi Akuntansi Pendapatan Daerah Berbasis Acrual";0
"1.20.36.31";"1.20";"36";"31";"Pembangunan Aplikasi Sistem Informasi Ekesekutif ( SIE )";0
"1.20.36.32";"1.20";"36";"32";"SMS Gateway";0
"1.20.36.33";"1.20";"36";"33";"Pengembangan Website Dinas Pendapatan Daerah";0
"1.20.36.34";"1.20";"36";"34";"Pemeliharaan Sistem Aplikasi Barang Quasi";0
"1.20.36.36";"1.20";"36";"36";"Pemeliharaan Sistem Aplikasi SISMIOP";0
"1.20.36.37";"1.20";"36";"37";"Pemeliharaan Sistem Online Perbankan";0
"1.20.36.38";"1.20";"36";"38";"Pemeliharaan Sistem Aplikasi SIG";0
"1.20.36.39";"1.20";"36";"39";"Pemeliharaan SIE";0
"1.20.36.40";"1.20";"36";"40";"Pemeliharaan SMS Gateway";0
"1.20.36.41";"1.20";"36";"41";"Pemeliharaan Sistem Pos PBB";0
"1.20.36.42";"1.20";"36";"42";"Pembangunan Aplikasi Rekon PBB";0
"1.20.36.43";"1.20";"36";"43";"Pembangunan Tower Repeater";0
"1.20.36.44";"1.20";"36";"44";"Pembangunan Sistem Dashboard PBB";0
"1.20.36.45";"1.20";"36";"45";"Penyusunan Peta Blok Pajak Bumi dan Bangunan Pedesaan dan Perkotaan (PBB-P2)";0
"1.20.37.01";"1.20";"37";"01";"Perencanaan Pendapatan Daerah ";0
"1.20.37.02";"1.20";"37";"02";"Kajian Peningkatan PAD ";0
"1.20.37.03";"1.20";"37";"03";"Kajian Evaluasi Pendapatan Daerah";0
"1.20.37.04";"1.20";"37";"04";"Penyusunan Rencana Pendapatan SKPD";0
"1.20.38.01";"1.20";"38";"01";"Sosialisasi Informasi Perijinan dan Non Perijinan BP2T di Kab. Tangerang";0
"1.20.38.02";"1.20";"38";"02";"Penyusunan Perencanaan Pelayanan Perijinan dan Non Perijinan";0
"1.20.38.03";"1.20";"38";"03";"Peningkatan Data base  potensi perijinan berbasis SIG";0
"1.20.38.04";"1.20";"38";"04";"Penyediaan dan Penyebarluasan Buku Pedoman Standar Pelayanan Perijinan dan Non Perijinan";0
"1.20.38.05";"1.20";"38";"05";"Pembuatan Aplikasi Perijinan Berbasis SIG";0
"1.20.38.06";"1.20";"38";"06";"Penyebarluasan Informasi Perijinan dan Investasi";0
"1.20.39.01";"1.20";"39";"01";"Rapat Koordinasi Perijinan dan Non Perijinan";0
"1.20.39.02";"1.20";"39";"02";"Forum Pembinaan Masyarakat Jasa Konstruksi";0
"1.20.39.03";"1.20";"39";"03";"Partisipasi dalam pameran atau forum PTSP Tingkat Propinsi dan Nasional";0
"1.20.40.01";"1.20";"40";"01";"Peninjauan Perijinan";0
"1.20.40.02";"1.20";"40";"02";"Peninjauan Non Perijinan";0
"1.20.40.03";"1.20";"40";"03";"Peninjauan Perijinan Bidang I";0
"1.20.40.04";"1.20";"40";"04";"Peninjauan perijinan Bidang II";0
"1.20.41.01";"1.20";"41";"01";"Pemeriksaan, Penelitian dan Pembuatan Berkas Pengaduan (BP2T)";0
"1.20.41.02";"1.20";"41";"02";"Verifikasi Berkas Data Perijinan dan Non Perijinan (BP2T)";0
"1.20.41.03";"1.20";"41";"03";"Peningkatan Kapasitas sumber daya aparatur perijinan";0
"1.20.41.04";"1.20";"41";"04";"Monitoring dan Evaluasi Perijinan dan Non Perijinan";0
"1.20.42.01";"1.20";"42";"01";"Penelitian dan Pengembangan Perijinan dan Non Perijinan";0
"1.20.42.02";"1.20";"42";"02";"Intensifikasi Penertiban Perijinan";0
"1.20.43.01";"1.20";"43";"01";"Penyusunan Database Perijinan dan Non Perijinan";0
"1.20.43.02";"1.20";"43";"02";"Pengembangan Data Informasi Perijinan dan Non Perijinan";0
"1.20.43.03";"1.20";"43";"03";"Penyusunan Media Informasi Perijinan dan Non Perijinan";0
"1.20.43.04";"1.20";"43";"04";"Pemeliharaan Website BP2T";0
"1.20.43.05";"1.20";"43";"05";"Pengembangan Media Informasi Perijinan dan Non Perijinan";0
"1.20.44.01";"1.20";"44";"01";"Penyusunan Sistem Informasi Pelayanan Perijinan dan Non Perijinan";0
"1.20.44.02";"1.20";"44";"02";"Pengembangan Sistem Informasi Pelayanan Perijinan dan Non Perijinan ";0
"1.20.44.03";"1.20";"44";"03";"Penerapan SIG pada Sistem Perijinan dan Non perijinan";0
"1.20.44.04";"1.20";"44";"04";"Integrasi Sistem Database Perijinan dan Non Perijinan Antar SKPD Terkait Perijinan ";0
"1.20.44.05";"1.20";"44";"05";"Sistem Pendaftaran Perijinan Berbasis Web";0
"1.20.44.06";"1.20";"44";"06";"Pengembangan Sistem Informasi Perijinan Terpadu (Aplikasi Induk)";0
"1.20.45.";"1.20";"45";;"Inventarisasi Kendaraan Sewa Beli";0
"1.20.45.01";"1.20";"45";"01";"Inventarisasi Aset/Barang Daerah";0
"1.20.45.02";"1.20";"45";"02";"Sosialisasi dan Pelatihan Pengelolaan Barang Milik Daerah";0
"1.20.45.03";"1.20";"45";"03";"Rekonsiliasi Data Aset Belanja Modal";0
"1.20.45.04";"1.20";"45";"04";"Fasilitasi Penyerahan Aset Kepada Daerah Pemekaran";0
"1.20.45.05";"1.20";"45";"05";"Pengurusan Alih Guna Barang Milik/Dikuasai Milik Pemerintah Daerah";0
"1.20.45.06";"1.20";"45";"06";"Penataan Data Asal-Usul Perolehan Kepemilikan Tanah";0
"1.20.45.07";"1.20";"45";"07";"Penertiban Tanah Milik Pemerintah Daerah";0
"1.20.45.08";"1.20";"45";"08";"Pengamanan Aset Pemerintah Daerah";0
"1.20.45.09";"1.20";"45";"09";"Asuransi Aset/Barang Milik Daerah";0
"1.20.45.10";"1.20";"45";"10";"Penyelesaian Aset Tanah PWS dan Tanah di Wilayah Kota Tangerang";0
"1.20.45.11";"1.20";"45";"11";"Penyusunan Sistem dan Prosedur Pengelolaan Aset";0
"1.20.45.12";"1.20";"45";"12";"Penyusunan Kajian Pemanfaatan Kekayaan/Aset Daerah";0
"1.20.45.14";"1.20";"45";"14";"Penataan Dokumen Arsip Bagian Aset";0
"1.20.45.15";"1.20";"45";"15";"Lanjutan Penyusunan Kajian Pemanfaatan kekayaan/Aset Daerah ";0
"1.20.45.17";"1.20";"45";"17";"Penghapusan Barang-Barang Milik Daerah";0
"1.20.45.18";"1.20";"45";"18";"Penilaian dan Validasi Aset Kelurahan";0
"1.20.45.19";"1.20";"45";"19";"Pengawasan dan Pengendalian Pemanfaatan Aset";0
"1.20.45.20";"1.20";"45";"20";"Pengawasan dan Pengendalian Pemanfaatan Kendaraan Operasional";0
"1.20.45.25";"1.20";"45";"25";"Penyusunan Pelaporan Semesteran Barang Milik Daerah";0
"1.20.45.26";"1.20";"45";"26";"Pengurugan Tanah Milik Pemerintah Daerah";0
"1.20.45.27";"1.20";"45";"27";"Sosialisasi Tata Cara Pendataan/Inventarisasi Kekayaan Desa";0
"1.20.45.28";"1.20";"45";"28";"Pengolahan Data Aset Tetap Pemerintah Kabupaten Tangerang";0
"1.20.45.29";"1.20";"45";"29";"Pembuatan/Pengembangan Sistem Aplikasi Pengelolaan Aset";0
"1.20.45.30";"1.20";"45";"30";"Inventarisasi Data / Dokumen Kepemilikan Atas Tanah Pemerintah Kabupaten Tangerang";0
"1.20.45.31";"1.20";"45";"31";"SOP Penghapusan Barang Milik Daerah";0
"1.20.45.32";"1.20";"45";"32";"SOP Pemanfaatan Aset";0
"1.20.45.33";"1.20";"45";"33";"Inventarisasi TPU";0
"1.20.45.34";"1.20";"45";"34";"Tindak Lanjut Hasil Inventarisasi PSU";0
"1.20.45.35";"1.20";"45";"35";"Inventarisasi Kendaraan Sewa Beli";0
"1.20.45.36";"1.20";"45";"36";"Penertiban Tanah Pusat Pemerintahan";0
"1.20.45.37";"1.20";"45";"37";"Sosialisasi RKBMD";0
"1.20.45.38";"1.20";"45";"38";"Pendataan Tanah Yang Belum Sertipikat ";0
"1.20.45.39";"1.20";"45";"39";"Penyusunan Raperbup dan Perbup SOP Penatausahaan BMD";0
"1.20.45.40";"1.20";"45";"40";"Sosialisasi dan Pelatihan Tentang Sisdur Pemanfaatan Barang Milik Daerah";0
"1.20.45.41";"1.20";"45";"41";"Sosialisasi dan Pelatihan Tentang Sisdur Penghapusan Barang Milik Daerah";0
"1.20.46.01";"1.20";"46";"01";"Penataan Organisasi Perangkat Daerah";0
"1.20.46.02";"1.20";"46";"02";"Penataan Ketatalaksanaan Perangkat Daerah";0
"1.20.46.03";"1.20";"46";"03";"Fasilitasi Reformasi Birokrasi";0
"1.20.46.04";"1.20";"46";"04";"Penyusunan dan Evaluasi Naskah Dinas";0
"1.20.46.05";"1.20";"46";"05";"Monitoring dan Evaluasi, Kelembagaan Organisasi Perangkat Daerah";0
"1.20.46.06";"1.20";"46";"06";"Evaluasi dan Monitoring Jabatan Fungsional";0
"1.20.46.07";"1.20";"46";"07";"Pembentukan Kelembagaan Perangkat Daerah";0
"1.20.46.08";"1.20";"46";"08";"Pengembangan dan Penyempurnaan Kelembagaan Pemerintah Daerah ";0
"1.20.46.11";"1.20";"46";"11";"Penyusunan Pedoman Teknis Kapasitas Kelembagaan Perangkat Daerah";0
"1.20.46.16";"1.20";"46";"16";"Penyusunan Pedoman SOP Pelayanan Publik";0
"1.20.46.17";"1.20";"46";"17";"Pedoman Peningkatan Pelayanan Publik";0
"1.20.46.18";"1.20";"46";"18";"Penyusunan Indeks Kepuasan Masyarakat (IKM) dalam Pelayanan Publik";0
"1.20.46.19";"1.20";"46";"19";"Fasilitasi Kompetisi Pelayanan Publik";0
"1.20.46.20";"1.20";"46";"20";"Fasilitasi System Manajemen Mutu Organisasi Perangkat Daerah (ISO)";0
"1.20.46.21";"1.20";"46";"21";"Monitoring dan Evaluasi Pelayanan Publik Organisasi Perangkat Daerah";0
"1.20.46.24";"1.20";"46";"24";"Penyusunan Analisis Jabatan";0
"1.20.46.28";"1.20";"46";"28";"Penyusunan Profile Pelayanan Publik";0
"1.20.46.30";"1.20";"46";"30";"Penyusunan Analisa Beban Kerja (ABK)";0
"1.20.46.31";"1.20";"46";"31";"Penyusunan Uraian Tugas Jabatan Struktural dan Non Struktural";0
"1.20.46.32";"1.20";"46";"32";"Penyusunan Tata Naskah Dinas";0
"1.20.46.33";"1.20";"46";"33";"Penyusunan Standar Pelayanan Minimal (SPM)";0
"1.20.46.34";"1.20";"46";"34";"Survey Indeks Kepuasan Masyarakat (IKM)";0
"1.20.46.35";"1.20";"46";"35";"Penataan SOTK OPD Kabupaten Tangerang";0
"1.20.46.36";"1.20";"46";"36";"Revisi Penyusunan Pelimpahan Kewenangan Kecamatan dan Kelurahan";0
"1.20.46.37";"1.20";"46";"37";"Penyusunan Standar Kompetensi Jabatan (SKJ)";0
"1.20.46.38";"1.20";"46";"38";"Evaluasi Jabatan Strukturan dan Non Struktural";0
"1.20.46.39";"1.20";"46";"39";"Pembentukan Unit Pelaksana Teknis (UPT), Dinas, Badan";0
"1.20.46.40";"1.20";"46";"40";"Penyusunan Tupoksi Organisasi Perangkat Daerah (Dinas, Badan, Unit Pelaksana Daerah dan Lembaga Lain)";0
"1.20.46.41";"1.20";"46";"41";"Penyusunan Bahan Evaluasi Kinerja Organisasi Perangkat Daerah";0
"1.20.46.42";"1.20";"46";"42";"Penyusunan Tata Kerja, Prosedur Kerja dan Sistem Kerja OPD";0
"1.20.46.43";"1.20";"46";"43";"Fasilitasi Penyelenggaraan Sistem Pengendalian Internal Pemerintah";0
"1.20.46.44";"1.20";"46";"44";"Bimbingan Teknis SPIP";0
"1.20.46.45";"1.20";"46";"45";"Penyusunan Pelimpahan Perijinan dan Non Perijinan";0
"1.20.46.46";"1.20";"46";"46";"Penyusunan Pedoman Umum Pakaian Dinas Pegawai Negeri Sipil";0
"1.20.46.47";"1.20";"46";"47";"Penyusunan Peta Jabatan";0
